Condition	Info	Frequency	Block	Timing File	TaskObject#1	TaskObject#2	TaskObject#3	TaskObject#4	TaskObject#5	TaskObject#6	TaskObject#7	TaskObject#8	TaskObject#9	TaskObject#10	TaskObject#11	TaskObject#12	TaskObject#13	TaskObject#14	TaskObject#15	TaskObject#16	TaskObject#17
30	'imgPerTrial',008,'fixationImage01ID',069,'fixationImage02ID',079,'fixationImage03ID',009,'fixationImage04ID',019,'fixationImage05ID',029,'fixationImage06ID',039,'fixationImage07ID',049,'fixationImage08ID',059,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\069','fixationImage02File','.\stim\079','fixationImage03File','.\stim\009','fixationImage04File','.\stim\019','fixationImage05File','.\stim\029','fixationImage06File','.\stim\039','fixationImage07File','.\stim\049','fixationImage08File','.\stim\059','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	4	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\069, 0, 0)	pic(.\stim\079, 0, 0)	pic(.\stim\009, 0, 0)	pic(.\stim\019, 0, 0)	pic(.\stim\029, 0, 0)	pic(.\stim\039, 0, 0)	pic(.\stim\049, 0, 0)	pic(.\stim\059, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
31	'imgPerTrial',008,'fixationImage01ID',070,'fixationImage02ID',080,'fixationImage03ID',010,'fixationImage04ID',020,'fixationImage05ID',030,'fixationImage06ID',040,'fixationImage07ID',050,'fixationImage08ID',060,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\070','fixationImage02File','.\stim\080','fixationImage03File','.\stim\010','fixationImage04File','.\stim\020','fixationImage05File','.\stim\030','fixationImage06File','.\stim\040','fixationImage07File','.\stim\050','fixationImage08File','.\stim\060','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	4	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\070, 0, 0)	pic(.\stim\080, 0, 0)	pic(.\stim\010, 0, 0)	pic(.\stim\020, 0, 0)	pic(.\stim\030, 0, 0)	pic(.\stim\040, 0, 0)	pic(.\stim\050, 0, 0)	pic(.\stim\060, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
32	'imgPerTrial',008,'fixationImage01ID',051,'fixationImage02ID',061,'fixationImage03ID',071,'fixationImage04ID',001,'fixationImage05ID',011,'fixationImage06ID',021,'fixationImage07ID',031,'fixationImage08ID',041,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\051','fixationImage02File','.\stim\061','fixationImage03File','.\stim\071','fixationImage04File','.\stim\001','fixationImage05File','.\stim\011','fixationImage06File','.\stim\021','fixationImage07File','.\stim\031','fixationImage08File','.\stim\041','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	5	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\051, 0, 0)	pic(.\stim\061, 0, 0)	pic(.\stim\071, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\011, 0, 0)	pic(.\stim\021, 0, 0)	pic(.\stim\031, 0, 0)	pic(.\stim\041, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
33	'imgPerTrial',008,'fixationImage01ID',052,'fixationImage02ID',062,'fixationImage03ID',072,'fixationImage04ID',002,'fixationImage05ID',012,'fixationImage06ID',022,'fixationImage07ID',032,'fixationImage08ID',042,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\052','fixationImage02File','.\stim\062','fixationImage03File','.\stim\072','fixationImage04File','.\stim\002','fixationImage05File','.\stim\012','fixationImage06File','.\stim\022','fixationImage07File','.\stim\032','fixationImage08File','.\stim\042','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	5	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\052, 0, 0)	pic(.\stim\062, 0, 0)	pic(.\stim\072, 0, 0)	pic(.\stim\002, 0, 0)	pic(.\stim\012, 0, 0)	pic(.\stim\022, 0, 0)	pic(.\stim\032, 0, 0)	pic(.\stim\042, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
34	'imgPerTrial',008,'fixationImage01ID',053,'fixationImage02ID',063,'fixationImage03ID',073,'fixationImage04ID',003,'fixationImage05ID',013,'fixationImage06ID',023,'fixationImage07ID',033,'fixationImage08ID',043,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\053','fixationImage02File','.\stim\063','fixationImage03File','.\stim\073','fixationImage04File','.\stim\003','fixationImage05File','.\stim\013','fixationImage06File','.\stim\023','fixationImage07File','.\stim\033','fixationImage08File','.\stim\043','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	5	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\053, 0, 0)	pic(.\stim\063, 0, 0)	pic(.\stim\073, 0, 0)	pic(.\stim\003, 0, 0)	pic(.\stim\013, 0, 0)	pic(.\stim\023, 0, 0)	pic(.\stim\033, 0, 0)	pic(.\stim\043, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
35	'imgPerTrial',008,'fixationImage01ID',054,'fixationImage02ID',064,'fixationImage03ID',074,'fixationImage04ID',004,'fixationImage05ID',014,'fixationImage06ID',024,'fixationImage07ID',034,'fixationImage08ID',044,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\054','fixationImage02File','.\stim\064','fixationImage03File','.\stim\074','fixationImage04File','.\stim\004','fixationImage05File','.\stim\014','fixationImage06File','.\stim\024','fixationImage07File','.\stim\034','fixationImage08File','.\stim\044','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	5	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\054, 0, 0)	pic(.\stim\064, 0, 0)	pic(.\stim\074, 0, 0)	pic(.\stim\004, 0, 0)	pic(.\stim\014, 0, 0)	pic(.\stim\024, 0, 0)	pic(.\stim\034, 0, 0)	pic(.\stim\044, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
36	'imgPerTrial',008,'fixationImage01ID',055,'fixationImage02ID',065,'fixationImage03ID',075,'fixationImage04ID',005,'fixationImage05ID',015,'fixationImage06ID',025,'fixationImage07ID',035,'fixationImage08ID',045,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\055','fixationImage02File','.\stim\065','fixationImage03File','.\stim\075','fixationImage04File','.\stim\005','fixationImage05File','.\stim\015','fixationImage06File','.\stim\025','fixationImage07File','.\stim\035','fixationImage08File','.\stim\045','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	5	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\055, 0, 0)	pic(.\stim\065, 0, 0)	pic(.\stim\075, 0, 0)	pic(.\stim\005, 0, 0)	pic(.\stim\015, 0, 0)	pic(.\stim\025, 0, 0)	pic(.\stim\035, 0, 0)	pic(.\stim\045, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
37	'imgPerTrial',008,'fixationImage01ID',056,'fixationImage02ID',066,'fixationImage03ID',076,'fixationImage04ID',006,'fixationImage05ID',016,'fixationImage06ID',026,'fixationImage07ID',036,'fixationImage08ID',046,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\056','fixationImage02File','.\stim\066','fixationImage03File','.\stim\076','fixationImage04File','.\stim\006','fixationImage05File','.\stim\016','fixationImage06File','.\stim\026','fixationImage07File','.\stim\036','fixationImage08File','.\stim\046','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	5	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\056, 0, 0)	pic(.\stim\066, 0, 0)	pic(.\stim\076, 0, 0)	pic(.\stim\006, 0, 0)	pic(.\stim\016, 0, 0)	pic(.\stim\026, 0, 0)	pic(.\stim\036, 0, 0)	pic(.\stim\046, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
38	'imgPerTrial',008,'fixationImage01ID',057,'fixationImage02ID',067,'fixationImage03ID',077,'fixationImage04ID',007,'fixationImage05ID',017,'fixationImage06ID',027,'fixationImage07ID',037,'fixationImage08ID',047,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\057','fixationImage02File','.\stim\067','fixationImage03File','.\stim\077','fixationImage04File','.\stim\007','fixationImage05File','.\stim\017','fixationImage06File','.\stim\027','fixationImage07File','.\stim\037','fixationImage08File','.\stim\047','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	5	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\057, 0, 0)	pic(.\stim\067, 0, 0)	pic(.\stim\077, 0, 0)	pic(.\stim\007, 0, 0)	pic(.\stim\017, 0, 0)	pic(.\stim\027, 0, 0)	pic(.\stim\037, 0, 0)	pic(.\stim\047, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
39	'imgPerTrial',008,'fixationImage01ID',058,'fixationImage02ID',068,'fixationImage03ID',078,'fixationImage04ID',008,'fixationImage05ID',018,'fixationImage06ID',028,'fixationImage07ID',038,'fixationImage08ID',048,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\058','fixationImage02File','.\stim\068','fixationImage03File','.\stim\078','fixationImage04File','.\stim\008','fixationImage05File','.\stim\018','fixationImage06File','.\stim\028','fixationImage07File','.\stim\038','fixationImage08File','.\stim\048','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	5	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\058, 0, 0)	pic(.\stim\068, 0, 0)	pic(.\stim\078, 0, 0)	pic(.\stim\008, 0, 0)	pic(.\stim\018, 0, 0)	pic(.\stim\028, 0, 0)	pic(.\stim\038, 0, 0)	pic(.\stim\048, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
40	'imgPerTrial',008,'fixationImage01ID',059,'fixationImage02ID',069,'fixationImage03ID',079,'fixationImage04ID',009,'fixationImage05ID',019,'fixationImage06ID',029,'fixationImage07ID',039,'fixationImage08ID',049,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\059','fixationImage02File','.\stim\069','fixationImage03File','.\stim\079','fixationImage04File','.\stim\009','fixationImage05File','.\stim\019','fixationImage06File','.\stim\029','fixationImage07File','.\stim\039','fixationImage08File','.\stim\049','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	5	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\059, 0, 0)	pic(.\stim\069, 0, 0)	pic(.\stim\079, 0, 0)	pic(.\stim\009, 0, 0)	pic(.\stim\019, 0, 0)	pic(.\stim\029, 0, 0)	pic(.\stim\039, 0, 0)	pic(.\stim\049, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
41	'imgPerTrial',008,'fixationImage01ID',060,'fixationImage02ID',070,'fixationImage03ID',080,'fixationImage04ID',010,'fixationImage05ID',020,'fixationImage06ID',030,'fixationImage07ID',040,'fixationImage08ID',050,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\060','fixationImage02File','.\stim\070','fixationImage03File','.\stim\080','fixationImage04File','.\stim\010','fixationImage05File','.\stim\020','fixationImage06File','.\stim\030','fixationImage07File','.\stim\040','fixationImage08File','.\stim\050','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	5	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\060, 0, 0)	pic(.\stim\070, 0, 0)	pic(.\stim\080, 0, 0)	pic(.\stim\010, 0, 0)	pic(.\stim\020, 0, 0)	pic(.\stim\030, 0, 0)	pic(.\stim\040, 0, 0)	pic(.\stim\050, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
42	'imgPerTrial',008,'fixationImage01ID',041,'fixationImage02ID',051,'fixationImage03ID',061,'fixationImage04ID',071,'fixationImage05ID',001,'fixationImage06ID',011,'fixationImage07ID',021,'fixationImage08ID',031,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\041','fixationImage02File','.\stim\051','fixationImage03File','.\stim\061','fixationImage04File','.\stim\071','fixationImage05File','.\stim\001','fixationImage06File','.\stim\011','fixationImage07File','.\stim\021','fixationImage08File','.\stim\031','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	6	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\041, 0, 0)	pic(.\stim\051, 0, 0)	pic(.\stim\061, 0, 0)	pic(.\stim\071, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\011, 0, 0)	pic(.\stim\021, 0, 0)	pic(.\stim\031, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
43	'imgPerTrial',008,'fixationImage01ID',042,'fixationImage02ID',052,'fixationImage03ID',062,'fixationImage04ID',072,'fixationImage05ID',002,'fixationImage06ID',012,'fixationImage07ID',022,'fixationImage08ID',032,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\042','fixationImage02File','.\stim\052','fixationImage03File','.\stim\062','fixationImage04File','.\stim\072','fixationImage05File','.\stim\002','fixationImage06File','.\stim\012','fixationImage07File','.\stim\022','fixationImage08File','.\stim\032','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	6	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\042, 0, 0)	pic(.\stim\052, 0, 0)	pic(.\stim\062, 0, 0)	pic(.\stim\072, 0, 0)	pic(.\stim\002, 0, 0)	pic(.\stim\012, 0, 0)	pic(.\stim\022, 0, 0)	pic(.\stim\032, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
44	'imgPerTrial',008,'fixationImage01ID',043,'fixationImage02ID',053,'fixationImage03ID',063,'fixationImage04ID',073,'fixationImage05ID',003,'fixationImage06ID',013,'fixationImage07ID',023,'fixationImage08ID',033,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\043','fixationImage02File','.\stim\053','fixationImage03File','.\stim\063','fixationImage04File','.\stim\073','fixationImage05File','.\stim\003','fixationImage06File','.\stim\013','fixationImage07File','.\stim\023','fixationImage08File','.\stim\033','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	6	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\043, 0, 0)	pic(.\stim\053, 0, 0)	pic(.\stim\063, 0, 0)	pic(.\stim\073, 0, 0)	pic(.\stim\003, 0, 0)	pic(.\stim\013, 0, 0)	pic(.\stim\023, 0, 0)	pic(.\stim\033, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
45	'imgPerTrial',008,'fixationImage01ID',044,'fixationImage02ID',054,'fixationImage03ID',064,'fixationImage04ID',074,'fixationImage05ID',004,'fixationImage06ID',014,'fixationImage07ID',024,'fixationImage08ID',034,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\044','fixationImage02File','.\stim\054','fixationImage03File','.\stim\064','fixationImage04File','.\stim\074','fixationImage05File','.\stim\004','fixationImage06File','.\stim\014','fixationImage07File','.\stim\024','fixationImage08File','.\stim\034','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	6	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\044, 0, 0)	pic(.\stim\054, 0, 0)	pic(.\stim\064, 0, 0)	pic(.\stim\074, 0, 0)	pic(.\stim\004, 0, 0)	pic(.\stim\014, 0, 0)	pic(.\stim\024, 0, 0)	pic(.\stim\034, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
46	'imgPerTrial',008,'fixationImage01ID',045,'fixationImage02ID',055,'fixationImage03ID',065,'fixationImage04ID',075,'fixationImage05ID',005,'fixationImage06ID',015,'fixationImage07ID',025,'fixationImage08ID',035,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\045','fixationImage02File','.\stim\055','fixationImage03File','.\stim\065','fixationImage04File','.\stim\075','fixationImage05File','.\stim\005','fixationImage06File','.\stim\015','fixationImage07File','.\stim\025','fixationImage08File','.\stim\035','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	6	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\045, 0, 0)	pic(.\stim\055, 0, 0)	pic(.\stim\065, 0, 0)	pic(.\stim\075, 0, 0)	pic(.\stim\005, 0, 0)	pic(.\stim\015, 0, 0)	pic(.\stim\025, 0, 0)	pic(.\stim\035, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
47	'imgPerTrial',008,'fixationImage01ID',046,'fixationImage02ID',056,'fixationImage03ID',066,'fixationImage04ID',076,'fixationImage05ID',006,'fixationImage06ID',016,'fixationImage07ID',026,'fixationImage08ID',036,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\046','fixationImage02File','.\stim\056','fixationImage03File','.\stim\066','fixationImage04File','.\stim\076','fixationImage05File','.\stim\006','fixationImage06File','.\stim\016','fixationImage07File','.\stim\026','fixationImage08File','.\stim\036','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	6	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\046, 0, 0)	pic(.\stim\056, 0, 0)	pic(.\stim\066, 0, 0)	pic(.\stim\076, 0, 0)	pic(.\stim\006, 0, 0)	pic(.\stim\016, 0, 0)	pic(.\stim\026, 0, 0)	pic(.\stim\036, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
48	'imgPerTrial',008,'fixationImage01ID',047,'fixationImage02ID',057,'fixationImage03ID',067,'fixationImage04ID',077,'fixationImage05ID',007,'fixationImage06ID',017,'fixationImage07ID',027,'fixationImage08ID',037,'fixationImage09ID',001,'fixationImage10ID',001,'fixationImage01File','.\stim\047','fixationImage02File','.\stim\057','fixationImage03File','.\stim\067','fixationImage04File','.\stim\077','fixationImage05File','.\stim\007','fixationImage06File','.\stim\017','fixationImage07File','.\stim\027','fixationImage08File','.\stim\037','fixationImage09File','.\stim\001','fixationImage10File','.\stim\001','trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'stimOnPeriod',200,'stimOffPeriod',200,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000	1	6	fixTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	pic(.\stim\047, 0, 0)	pic(.\stim\057, 0, 0)	pic(.\stim\067, 0, 0)	pic(.\stim\077, 0, 0)	pic(.\stim\007, 0, 0)	pic(.\stim\017, 0, 0)	pic(.\stim\027, 0, 0)	pic(.\stim\037, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
